DISTRICT,CNTYNAME,COUNTY,DAD_POST,DFLALTED,DFLCHART,DISTNAME,D_RATING,OUTCOME,REGION,asvab_status
"'228904","TRINITY","'228"," ","N","N","CENTERVILLE ISD","B","Meets Requirements","'06"," "
"'228905","TRINITY","'228","0","N","N","APPLE SPRINGS ISD","A","Meets Requirements","'06"," "
"'229901","TYLER","'229","0","N","N","COLMESNEIL ISD","B","Meets Requirements","'05"," "
"'229903","TYLER","'229","0","N","N","WOODVILLE ISD","C","Needs Assistance","'05"," "
"'229904","TYLER","'229","0","N","N","WARREN ISD","B","Needs Assistance","'05"," "
"'229905","TYLER","'229","0","N","N","SPURGER ISD","B","Meets Requirements","'05"," "
"'229906","TYLER","'229","0","N","N","CHESTER ISD","B","Meets Requirements","'05"," "
"'230901","UPSHUR","'230","0","N","N","BIG SANDY ISD","B","Meets Requirements","'07"," "
"'230902","UPSHUR","'230","1","N","N","GILMER ISD","A","Meets Requirements","'07"," "
"'230903","UPSHUR","'230","0","N","N","ORE CITY ISD","B","Needs Assistance","'07"," "
"'230904","UPSHUR","'230","0","N","N","UNION HILL ISD","B","Meets Requirements","'07","ASVAB Test not Offered"
"'230905","UPSHUR","'230","0","N","N","HARMONY ISD","B","Meets Requirements","'07"," "
"'230906","UPSHUR","'230","0","N","N","NEW DIANA ISD","B","Meets Requirements","'07"," "
"'230908","UPSHUR","'230","0","N","N","UNION GROVE ISD","A","Meets Requirements","'07"," "
"'231901","UPTON","'231","0","N","N","MCCAMEY ISD","B","Meets Requirements","'18"," "
"'231902","UPTON","'231"," ","N","N","RANKIN ISD","B","Meets Requirements","'18"," "
"'232901","UVALDE","'232"," ","N","N","KNIPPA ISD","A","Meets Requirements","'20"," "
"'232902","UVALDE","'232","0","N","N","SABINAL ISD","B","Meets Requirements","'20"," "
"'232903","UVALDE","'232","0","N","N","UVALDE CISD","B","Needs Assistance","'20"," "
"'232904","UVALDE","'232"," ","N","N","UTOPIA ISD","B","Meets Requirements","'20"," "
"'233901","VAL VERDE","'233","0","N","N","SAN FELIPE-DEL RIO CISD","B","Needs Assistance","'15","ASVAB Alternative Test Offered"
"'233903","VAL VERDE","'233"," ","N","N","COMSTOCK ISD","A","Meets Requirements","'15"," "
"'234801","VAN ZANDT","'234"," ","Y","Y","RANCH ACADEMY","Not Rated","Meets Requirements","'07","ASVAB Test not Offered"
"'234902","VAN ZANDT","'234","0","N","N","CANTON ISD","A","Meets Requirements","'10"," "
"'234903","VAN ZANDT","'234","0","N","N","EDGEWOOD ISD","B","Meets Requirements","'07"," "
"'234904","VAN ZANDT","'234","0","N","N","GRAND SALINE ISD","B","Meets Requirements","'07"," "
"'234905","VAN ZANDT","'234","0","N","N","MARTINS MILL ISD","B","Meets Requirements","'07"," "
"'234906","VAN ZANDT","'234","0","N","N","VAN ISD","A","Needs Assistance","'07"," "
"'234907","VAN ZANDT","'234","0","N","N","WILLS POINT ISD","C","Needs Assistance","'10"," "
"'234909","VAN ZANDT","'234","0","N","N","FRUITVALE ISD","B","Meets Requirements","'07"," "
"'235901","VICTORIA","'235","0","N","N","BLOOMINGTON ISD","B","Needs Intervention","'03"," "
"'235902","VICTORIA","'235","0","N","N","VICTORIA ISD","C","Needs Intervention","'03"," "
"'235904","VICTORIA","'235"," ","N","N","NURSERY ISD","A","Meets Requirements","'03"," "
"'236801","WALKER","'236"," ","Y","Y","RAVEN SCHOOL","Not Rated","Meets Requirements","'06"," "
"'236802","WALKER","'236"," ","N","Y","SAM HOUSTON STATE UNIVERSITY CHARTER SCHOOL","B","Meets Requirements","'06"," "
"'236901","WALKER","'236","0","N","N","NEW WAVERLY ISD","B","Meets Requirements","'06"," "
"'236902","WALKER","'236","0","N","N","HUNTSVILLE ISD","C","Needs Assistance","'06"," "
"'237902","WALLER","'237","0","N","N","HEMPSTEAD ISD","Not Rated: Senate Bill 1365","Needs Assistance","'04"," "
"'237904","WALLER","'237","0","N","N","WALLER ISD","B","Needs Assistance","'04"," "
"'237905","WALLER","'237","0","N","N","ROYAL ISD","B","Needs Assistance","'04"," "
"'238902","WARD","'238","0","N","N","MONAHANS-WICKETT-PYOTE ISD","B","Meets Requirements","'18"," "
"'238904","WARD","'238"," ","N","N","GRANDFALLS-ROYALTY ISD","Not Rated: Senate Bill 1365","Meets Requirements","'18"," "
"'239901","WASHINGTON","'239","0","N","N","BRENHAM ISD","B","Needs Assistance","'06"," "
"'239903","WASHINGTON","'239","0","N","N","BURTON ISD","A","Meets Requirements","'06"," "
"'240801","WEBB","'240"," ","Y","Y","TRIUMPH PUBLIC HIGH SCHOOLS-LAREDO","Not Rated: Data Under Review","Meets Requirements","'01"," "
"'240901","WEBB","'240"," ","N","N","LAREDO ISD","Not Rated: Data Under Review","Needs Assistance","'01"," "
"'240903","WEBB","'240","1","N","N","UNITED ISD","A","Meets Requirements","'01"," "
"'240904","WEBB","'240","0","N","N","WEBB CISD","B","Meets Requirements","'01"," "
"'241901","WHARTON","'241","0","N","N","BOLING ISD","B","Meets Requirements","'03"," "
"'241902","WHARTON","'241","0","N","N","EAST BERNARD ISD","A","Meets Requirements","'03"," "
"'241903","WHARTON","'241","0","N","N","EL CAMPO ISD","B","Needs Intervention","'03"," "
"'241904","WHARTON","'241","0","N","N","WHARTON ISD","Not Rated: Senate Bill 1365","Needs Substantial Intervention","'03"," "
"'241906","WHARTON","'241","0","N","N","LOUISE ISD","B","Meets Requirements","'03"," "
"'242902","WHEELER","'242","0","N","N","SHAMROCK ISD","C","Meets Requirements","'16"," "
"'242903","WHEELER","'242"," ","N","N","WHEELER ISD","A","Meets Requirements","'16"," "
"'242905","WHEELER","'242"," ","N","N","KELTON ISD","B","Meets Requirements","'16"," "
"'242906","WHEELER","'242"," ","N","N","FORT ELLIOTT CISD","A","Meets Requirements","'16"," "
"'243901","WICHITA","'243","0","N","N","BURKBURNETT ISD","B","Needs Assistance","'09"," "
"'243902","WICHITA","'243","0","N","N","ELECTRA ISD","B","Meets Requirements","'09"," "
"'243903","WICHITA","'243","0","N","N","IOWA PARK CISD","A","Meets Requirements","'09"," "
"'243905","WICHITA","'243","0","N","N","WICHITA FALLS ISD","B","Needs Assistance","'09"," "
"'243906","WICHITA","'243","0","N","N","CITY VIEW ISD","B","Meets Requirements","'09"," "
"'244901","WILBARGER","'244"," ","N","N","HARROLD ISD","B","Meets Requirements","'09"," "
"'244903","WILBARGER","'244","0","N","N","VERNON ISD","Not Rated: Senate Bill 1365","Needs Assistance","'09"," "
"'244905","WILBARGER","'244"," ","N","N","NORTHSIDE ISD","B","Meets Requirements","'09"," "
"'245901","WILLACY","'245","0","N","N","LASARA ISD","B","Meets Requirements","'01"," "
"'245902","WILLACY","'245","0","N","N","LYFORD CISD","A","Meets Requirements","'01"," "
"'245903","WILLACY","'245","1","N","N","RAYMONDVILLE ISD","A","Meets Requirements","'01"," "
"'245904","WILLACY","'245","1","N","N","SAN PERLITA ISD","A","Meets Requirements","'01"," "
"'246801","WILLIAMSON","'246"," ","N","Y","MERIDIAN WORLD SCHOOL LLC","A","Meets Requirements","'13"," "
"'246802","WILLIAMSON","'246"," ","N","Y","GOODWATER MONTESSORI SCHOOL","B","Meets Requirements","'13"," "
"'246902","WILLIAMSON","'246","0","N","N","FLORENCE ISD","C","Meets Requirements","'13"," "
"'246904","WILLIAMSON","'246","0","N","N","GEORGETOWN ISD","B","Needs Intervention","'13"," "
"'246905","WILLIAMSON","'246"," ","N","N","GRANGER ISD","B","Meets Requirements","'13"," "
"'246906","WILLIAMSON","'246","0","N","N","HUTTO ISD","B","Meets Requirements","'13"," "
"'246907","WILLIAMSON","'246","0","N","N","JARRELL ISD","C","Needs Assistance","'13"," "
"'246908","WILLIAMSON","'246","0","N","N","LIBERTY HILL ISD","B","Meets Requirements","'13"," "
"'246909","WILLIAMSON","'246","0","N","N","ROUND ROCK ISD","B","Meets Requirements","'13"," "
"'246911","WILLIAMSON","'246","0","N","N","TAYLOR ISD","C","Needs Assistance","'13"," "
"'246912","WILLIAMSON","'246","0","N","N","THRALL ISD","A","Meets Requirements","'13"," "
"'246913","WILLIAMSON","'246","0","N","N","LEANDER ISD","B","Meets Requirements","'13"," "
"'246914","WILLIAMSON","'246"," ","N","N","COUPLAND ISD","B","Meets Requirements","'13"," "
"'247901","WILSON","'247","0","N","N","FLORESVILLE ISD","B","Meets Requirements","'20"," "
"'247903","WILSON","'247","0","N","N","LA VERNIA ISD","A","Meets Requirements","'20"," "
"'247904","WILSON","'247","0","N","N","POTH ISD","A","Meets Requirements","'20"," "
"'247906","WILSON","'247","0","N","N","STOCKDALE ISD","B","Meets Requirements","'20"," "
"'248901","WINKLER","'248","0","N","N","KERMIT ISD","B","Meets Requirements","'18"," "
"'248902","WINKLER","'248","0","N","N","WINK-LOVING ISD","A","Meets Requirements","'18"," "
"'249901","WISE","'249","0","N","N","ALVORD ISD","B","Meets Requirements","'11"," "
"'249902","WISE","'249","0","N","N","BOYD ISD","B","Needs Assistance","'11"," "
"'249903","WISE","'249","0","N","N","BRIDGEPORT ISD","C","Needs Assistance","'11"," "
"'249904","WISE","'249","0","N","N","CHICO ISD","B","Meets Requirements","'11"," "
"'249905","WISE","'249","0","N","N","DECATUR ISD","B","Needs Assistance","'11"," "
"'249906","WISE","'249","0","N","N","PARADISE ISD","A","Meets Requirements","'11"," "
"'249908","WISE","'249"," ","N","N","SLIDELL ISD","B","Meets Requirements","'11"," "
"'250902","WOOD","'250","0","N","N","HAWKINS ISD","B","Meets Requirements","'07"," "
"'250903","WOOD","'250","0","N","N","MINEOLA ISD","A","Meets Requirements","'07"," "
"'250904","WOOD","'250","1","N","N","QUITMAN ISD","A","Meets Requirements","'07"," "
"'250905","WOOD","'250","0","N","N","YANTIS ISD","C","Meets Requirements","'07"," "
"'250906","WOOD","'250","0","N","N","ALBA-GOLDEN ISD","B","Meets Requirements","'07"," "
"'250907","WOOD","'250","0","N","N","WINNSBORO ISD","B","Needs Assistance","'07"," "
"'251901","YOAKUM","'251","0","N","N","DENVER CITY ISD","B","Meets Requirements","'17"," "
"'251902","YOAKUM","'251","0","N","N","PLAINS ISD","B","Meets Requirements","'17"," "
"'252901","YOUNG","'252","0","N","N","GRAHAM ISD","A","Needs Assistance","'09"," "
"'252902","YOUNG","'252"," ","N","N","NEWCASTLE ISD","A","Meets Requirements","'09"," "
"'252903","YOUNG","'252","0","N","N","OLNEY ISD","A","Meets Requirements","'09"," "
"'253901","ZAPATA","'253","0","N","N","ZAPATA COUNTY ISD","B","Needs Assistance","'01"," "
"'254901","ZAVALA","'254","0","N","N","CRYSTAL CITY ISD","B","Needs Intervention","'20"," "
"'254902","ZAVALA","'254","0","N","N","LA PRYOR ISD","B","Meets Requirements","'20"," "
